830,Weekly Forecast,SenderID:,ZZ:F159B,ReceiverID:,ZZ:GUEUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interchange Control Num,Message Release Num,Message Release Date,Message Purpose,Schedule Type,Horizon Start Date,Horizon End Date,Comment Note,Ship To GSDB Code,Ship From GSDB Code,Intermediate Consignee,Part Num,Purchase Order Num,Part Release Status,Dock Code,Line Feed,Reserve Line Feed,Contact Name,Contact Telephone,Fab Auth Qty,Fab Auth Start Date,Fab Auth End Date,Mat Auth Qty,Mat Auth Start Date,Mat Auth End Date,Last Received ASN Num,Last Shipped Qty,Last Shipped Date,Cum Shipped Qty,Cum Start Date,Cum End Date,Forecast Cum Qty,Forecast Net Qty,UOM,Forecast Status,Forecast Date,Flexible Forcast Start Date,Flexible Forcast End Date,Forecast Date Qual'r
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33111-EW011-DB,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,7609,49,EA,P,20260413,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33111-EW011-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,7609,0,EA,P,20260420,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33111-EW011-LK,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,38640,2940,EA,P,20250421,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33111-EW011-MC,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,41440,2800,EA,P,20250428,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33112-EW010,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,44380,2940,EA,P,20250505,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33112-EW010-DB,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,47320,2940,EA,P,20250512,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33112-EW010-FI,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,49980,2660,EA,P,20250519,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33112-EW010-LK,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,52920,2940,EA,P,20250526,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33112-EW010-MC,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,55860,2940,EA,P,20250602,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,48441-EW060-A,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,58800,2940,EA,P,20250609,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,48441-EW060-CO,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,61880,3080,EA,P,20250616,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,48441-EW060-FI,SGVYA9,,,,,CHU,4604201,44380,20250101,20250511,61880,20250101,20250622,2504000028,140,20250408,35700,20250101,20250408,64820,2940,EA,P,20250623,,,W
